Source class,Source name,L (Jy kpc^2),vW (GHz s)
Crab nanoshots,PSR J0534+2200,8000,0.00000001
Crab nanoshots,PSR J0534+2200,100000,0.00000001
Crab nanoshots,PSR J0534+2200,8000000,0.000000004
