Source class,Source name,L (Jy kpc^2),vW (GHz s)
Magnetar,SGR1935+2154,780000000,0.00054
Magnetar,SGR1935+2154,250000000,0.00102
Magnetar,SGR1935+2154,12000,0.00115
Magnetar,SGR1935+2154,2700,0.00127
Magnetar,SGR1935+2154,3,0.0025
Magnetar,SGR1935+2154,90000,0.0006
Magnetar,SGR1935+2154,900,0.0006
Magnetar,SGR1935+2154,640,0.0006
