Source,vW (GHz s),L (Jy kpc^2)
AEAqr_1,11742.3212976,0.000787274896
AEAqr_1,12472.5718944,0.00110697404
AEAqr_1,18628.7192928,0.00046211440000000004
AEAqr_1,7054.2129312,0.00048522012000000003
AEAqr_1,4453.1491392,0.000780973336
V834cen,1391.7777868800001,0.0026777691525
