Source class,Source name,L (Jy kpc^2),vW (GHz s)
Crab GP,PSR J0534+2200,14.547317073170731,5.74e-06
Crab GP,PSR J0534+2200,10.50731707317073,5.74e-06
Crab GP,PSR J0534+2200,125.42866870956759,4.9341599999999995e-05
Crab GP,PSR J0534+2200,18.582439024390244,5.74e-06
Crab GP,PSR J0534+2200,15.503414634146338,5.74e-06
Crab GP,PSR J0534+2200,68.96663230426998,2.5803399999999998e-05
Crab GP,PSR J0534+2200,10.27512195121951,5.74e-06
Crab GP,PSR J0534+2200,18.45560975609756,5.74e-06
Crab GP,PSR J0534+2200,207.3901571880657,0.00010750179999999999
Crab GP,PSR J0534+2200,58.94495311638169,2.5382e-05
Crab GP,PSR J0534+2200,14.205853658536583,5.74e-06
Crab GP,PSR J0534+2200,12.546341463414633,5.74e-06
Crab GP,PSR J0534+2200,100.33736645642941,4.3506399999999994e-05
Crab GP,PSR J0534+2200,112.14957314933928,4.7885599999999994e-05
Crab GP,PSR J0534+2200,350.8108744566401,0.0001735958
Crab GP,PSR J0534+2200,330.0670988858816,8.896719999999999e-05
Crab GP,PSR J0534+2200,32.75649007400446,1.1918199999999999e-05
Crab GP,PSR J0534+2200,20.869268292682925,5.74e-06
Crab GP,PSR J0534+2200,10.617560975609756,5.74e-06
Crab GP,PSR J0534+2200,16.469268292682926,5.74e-06
Crab GP,PSR J0534+2200,12.653658536585365,5.74e-06
Crab GP,PSR J0534+2200,13.812682926829268,5.74e-06
Crab GP,PSR J0534+2200,18.645853658536584,5.74e-06
Crab GP,PSR J0534+2200,19.084063047285465,9.592799999999999e-06
Crab GP,PSR J0534+2200,12.0,5.74e-06
Crab GP,PSR J0534+2200,67.07930929095355,3.66464e-05
Crab GP,PSR J0534+2200,14.494634146341463,5.74e-06
Crab GP,PSR J0534+2200,12.217560975609754,5.74e-06
Crab GP,PSR J0534+2200,12.125853658536585,5.74e-06
Crab GP,PSR J0534+2200,58.03112011083875,2.6272400000000003e-05
Crab GP,PSR J0534+2200,16.129756097560975,5.74e-06
Crab GP,PSR J0534+2200,126.96591729529216,5.6233800000000004e-05
